2005	09	07	BE	SM	8	0	WQ		1	1727	942	+1	0	36	193
2005	10	08	BA	SM	3	0	WQ		1	1638	941	+1	0	55	193
2005	10	12	SM	ES	0	6	WQ		0	941	1960	0	0	193	4
2006	08	16	SM	AL	0	3	F		-2	939	1516	0	−1	194	79
2006	09	06	SM	DE	0	13	EQ		-1	938	1970	0	0	194	7
2006	10	07	CZ	SM	7	0	EQ		0	1889	938	+1	0	10	194
2006	11	15	IE	SM	5	0	EQ		0	1746	938	+1	+1	35	193
2007	02	07	SM	IE	1	2	EQ		-1	937	1747	−1	−1	194	36
2007	03	28	WA	SM	3	0	EQ		1	1573	936	−1	−1	67	194
2007	06	02	DE	SM	6	0	EQ		0	1988	936	0	0	5	194
2007	08	22	SM	CY	0	1	EQ		-3	933	1484	0	0	194	87
2007	09	08	SM	CZ	0	3	EQ		-1	932	1861	−1	0	195	14
2007	09	12	CY	SM	3	0	EQ		2	1496	930	−1	0	84	195
2007	10	13	SK	SM	7	0	EQ		1	1662	929	−2	0	47	195
2007	10	17	SM	WA	1	2	EQ		-1	928	1609	0	−1	195	58
2007	11	21	SM	SK	0	5	EQ		-2	926	1654	0	+2	194	48
2008	09	10	SM	PL	0	2	WQ		-1	925	1726	−1	−2	195	37
2008	10	11	SM	SK	1	3	WQ		-2	923	1606	0	0	195	56
2008	10	15	EI	SM	4	0	WQ		1	1565	922	0	−1	67	196
2008	11	19	SM	CZ	0	3	WQ		-1	921	1846	0	+1	196	12
2009	02	11	SM	EI	0	3	WQ		-3	918	1550	0	+1	197	71
2009	04	01	PL	SM	10	0	WQ		1	1730	917	+1	0	33	197
2009	06	06	SK	SM	7	0	WQ		1	1640	916	+3	0	50	197
2009	08	12	SI	SM	5	0	WQ		1	1565	915	+1	0	66	197
2009	09	09	CZ	SM	7	0	WQ		0	1800	915	0	0	21	197
2009	10	14	SM	SI	0	3	WQ		-2	913	1650	0	0	197	50
2010	09	03	SM	NL	0	5	EQ		0	913	2092	0	0	197	3
2010	09	07	SE	SM	6	0	EQ		0	1814	913	−1	0	17	197
2010	10	08	HU	SM	8	0	EQ		1	1605	912	−1	0	58	196
2010	10	12	SM	MD	0	2	EQ		-4	908	1469	0	0	196	94
2010	11	17	FI	SM	8	0	EQ		1	1593	907	+1	0	60	196
2011	02	09	SM	LI	0	1	F		-6	901	1176	−2	+2	198	160
2011	06	03	SM	FI	0	1	EQ		-1	900	1594	0	+1	198	60
2011	06	07	SM	HU	0	3	EQ		-2	898	1642	0	0	198	52
2011	08	10	SM	RO	0	1	F		0	898	1706	0	+1	199	38
2011	09	02	NL	SM	11	0	EQ		0	2112	898	0	0	2	199
2011	09	06	SM	SE	0	5	EQ		-1	897	1836	0	0	199	15
2011	10	11	MD	SM	4	0	EQ		2	1416	895	0	0	103	199
2012	08	14	SM	MT	2	3	F		-4	891	1240	−2	0	204	147
2012	09	11	SM	ME	0	6	WQ		-2	889	1646	−1	+1	204	47
2012	10	12	EN	SM	5	0	WQ		0	1975	889	−1	0	5	204
2012	10	16	SM	MD	0	2	WQ		-5	884	1411	0	0	204	107
2012	11	14	ME	SM	3	0	WQ		0	1676	884	0	0	42	204
2013	03	22	SM	EN	0	8	WQ		0	884	1962	0	0	202	6
2013	03	26	PL	SM	5	0	WQ		1	1659	883	0	0	47	202
2013	05	31	IT	SM	4	0	F		0	1921	883	0	0	7	202
2013	09	06	UA	SM	9	0	WQ		0	1807	883	+1	0	21	202
2013	09	10	SM	PL	1	5	WQ		-2	881	1656	0	−1	202	49
2013	10	11	MD	SM	3	0	WQ		2	1384	879	+1	0	113	202
2013	10	15	SM	UA	0	8	WQ		-1	878	1819	0	+1	202	20
2014	06	08	SM	AL	0	3	F		-2	876	1512	0	0	203	81
2014	09	08	SM	LT	0	2	EQ		-3	873	1473	0	+1	203	93
2014	10	09	EN	SM	5	0	EQ		0	1898	873	0	0	10	203
2014	10	14	SM	CH	0	4	EQ		-1	872	1784	0	0	203	23
2014	11	15	SM	EE	0	0	EQ		18	890	1456	0	−4	204	97
2015	03	27	SI	SM	6	0	EQ		1	1655	889	0	0	51	203
2015	03	31	LI	SM	1	0	F		2	1214	887	0	−1	158	204
2015	06	14	EE	SM	2	0	EQ		1	1482	886	0	0	88	204
2015	09	05	SM	EN	0	6	EQ		0	886	1934	0	0	204	9
2015	09	08	LT	SM	2	1	EQ		1	1418	885	0	−1	107	205
2015	10	09	CH	SM	7	0	EQ		0	1795	885	0	0	19	205
2015	10	12	SM	SI	0	2	EQ		-2	883	1623	0	0	205	53
2016	06	04	HR	SM	10	0	F		0	1818	883	0	0	18	203
2016	09	04	SM	AZ	0	1	WQ		-4	879	1393	0	+2	202	110
2016	10	08	EI	SM	4	0	WQ		0	1652	879	0	0	49	202
2016	10	11	NO	SM	4	1	WQ		1	1585	878	−1	−1	63	203
2016	11	11	SM	DE	0	8	WQ		0	878	2037	0	0	203	2
2017	02	22	SM	AD	0	2	F		-16	862	972	−1	+4	204	191
2017	03	19	SM	MD	0	2	F		-3	859	1350	0	+1	204	119
2017	03	26	SM	CZ	0	6	WQ		-1	858	1702	+1	0	204	37
2017	05	31	IT	SM	8	0	F		0	1956	858	0	0	8	204
2017	06	10	DE	SM	7	0	WQ		0	2040	858	0	−1	2	205
2017	09	01	SM	EI	0	3	WQ		-1	857	1682	0	−1	205	44
2017	09	04	AZ	SM	5	1	WQ		2	1413	855	+1	0	103	205
2017	10	05	SM	NO	0	8	WQ		-3	852	1579	0	0	205	66
2017	10	08	CZ	SM	5	0	WQ		0	1681	852	0	0	44	205
2018	09	08	BY	SM	5	0	END		1	1522	851	0	0	76	204
2018	09	11	SM	LU	0	3	END		-6	845	1375	0	+1	204	113
2018	10	12	MD	SM	2	0	END		2	1310	843	0	−1	130	205
2018	10	15	LU	SM	3	0	END		2	1369	841	0	0	116	204
2018	11	15	SM	MD	0	1	END		-4	837	1328	0	+2	204	125
2018	11	18	SM	BY	0	2	END		-2	835	1538	0	+1	204	72
2019	03	21	CY	SM	5	0	EQ		2	1416	833	0	0	101	204
2019	03	24	SM	SQ	0	2	EQ		-1	832	1663	0	0	204	47
2019	06	08	RU	SM	9	0	EQ		0	1761	832	0	0	30	204
2019	06	11	KZ	SM	4	0	EQ		2	1384	830	0	−1	108	205
2019	09	06	SM	BE	0	4	EQ		0	830	2048	0	0	206	3
2019	09	09	SM	CY	0	4	EQ		-5	825	1403	0	0	206	102
2019	10	10	BE	SM	9	0	EQ		0	2059	825	0	0	2	206
2019	10	13	SQ	SM	6	0	EQ		0	1619	825	0	0	53	206
2019	11	16	SM	KZ	1	3	EQ		-4	821	1366	−1	+1	209	115
2019	11	19	SM	RU	0	5	EQ		-1	820	1794	0	+1	209	22
2020	09	05	GI	SM	1	0	END		4	1089	816	+1	0	182	209
2020	09	08	LI	SM	2	0	END	IT	8	1149	808	0	0	174	209
2020	10	07	SI	SM	4	0	F		0	1585	808	0	0	60	209
2020	10	13	LI	SM	0	0	END		-17	1119	825	−2	0	179	209
2020	11	11	SM	LV	0	3	F		-5	820	1232	0	+2	209	147
2020	11	14	SM	GI	0	0	END		10	830	1099	0	−1	209	181
2021	03	25	EN	SM	5	0	WQ		0	1961	830	0	0	8	209
2021	03	28	SM	HU	0	3	WQ		-1	829	1743	0	0	209	35
2021	03	31	SM	AL	0	2	WQ		-2	827	1552	0	+1	209	71
2021	05	28	IT	SM	7	0	F		0	2008	827	0	0	6	209
2021	06	01	KO	SM	4	1	F		0	1483	827	0	0	83	209
2021	09	02	AD	SM	2	0	WQ		9	1037	818	+1	0	185	209
2021	09	05	SM	PL	1	7	WQ		-1	817	1772	0	0	209	28
2021	09	08	AL	SM	5	0	WQ		1	1572	816	+1	0	64	209
2021	10	09	PL	SM	5	0	WQ		0	1782	816	0	0	27	209
2021	10	12	SM	AD	0	3	WQ		-23	793	1060	0	+1	209	184
2021	11	12	HU	SM	4	0	WQ		0	1695	793	0	0	42	209
2021	11	15	SM	EN	0	10	WQ		0	793	2031	0	+1	209	6
2022	03	25	SM	LT	1	2	F		-2	791	1325	0	0	209	124
2022	03	28	CV	SM	2	0	F	ES	1	1472	790	+1	0	86	209
2022	06	02	EE	SM	2	0	END		1	1386	789	0	0	105	209
2022	06	05	SM	MT	0	2	END		-7	782	1261	0	+2	209	145
2022	06	09	SM	IS	0	1	F		0	782	1547	0	0	209	70
2022	06	12	MT	SM	1	0	END		2	1244	780	0	0	150	210
2022	09	21	SM	SC	0	0	F		0	780	883	0	0	210	200
2022	09	26	SM	EE	0	4	END		-3	777	1420	0	0	210	98
2022	11	17	LC	SM	1	1	F		-8	1043	785	0	0	184	210
2022	11	20	LC	SM	1	0	F		2	1045	783	0	0	184	210
2023	03	23	SM	EI	0	2	EQ		-1	782	1540	0	+1	210	70
2023	03	26	SI	SM	2	0	EQ		0	1678	782	0	0	46	211
2023	06	16	KZ	SM	3	0	EQ	IT	2	1419	780	0	0	99	211
2023	06	19	FI	SM	6	0	EQ		0	1694	780	+1	0	44	211
2023	09	07	DK	SM	4	0	EQ		0	1851	780	+2	0	16	212
2023	09	10	SM	SI	0	4	EQ		-1	779	1673	0	0	212	47
2023	10	14	EI	SM	3	0	EQ		1	1462	778	+1	0	89	212
2023	10	17	SM	DK	1	2	EQ		0	778	1871	0	0	212	16
2023	11	17	KZ	SM	3	1	EQ		1	1486	777	0	0	86	212
2023	11	20	SM	FI	1	2	EQ		0	777	1641	0	0	212	51
2024	03	20	SM	KN	1	3	F		-7	770	1085	0	+1	212	175
2024	03	24	SM	KN	0	0	F		6	776	1079	0	0	212	176
2024	06	05	SK	SM	4	0	F	AT	0	1654	776	0	0	49	212
2024	06	11	SM	CY	1	4	F		-3	773	1315	0	−2	212	136
2024	09	05	SM	LI	1	0	END		25	798	942	+2	−1	210	192
2024	09	10	MD	SM	1	0	F		0	1364	798	+2	0	114	209
2024	10	10	GI	SM	1	0	END		5	1059	793	+1	0	180	209
2024	10	13	AD	SM	2	0	F		3	1080	790	−1	0	178	210
2024	11	15	SM	GI	1	1	END		9	799	1050	+1	+1	209	181
2024	11	18	LI	SM	1	3	END		-49	913	848	−7	+4	196	205
2025	03	21	CY	SM	2	0	WQ		2	1303	846	0	−1	136	206
2025	03	24	SM	RO	1	5	WQ		-1	845	1685	0	0	206	47
2025	06	07	BA	SM	1	0	WQ		0	1526	845	0	0	76	205
2025	06	10	SM	AT	0	4	WQ		0	845	1845	+1	+1	204	18
2025	09	06	SM	BA	0	6	WQ		-3	842	1526	−1	+1	205	77
2025	09	09	MT	SM	3	1	F		1	1259	841	+1	0	150	205
2025	10	09	AT	SM	10	0	WQ		0	1855	841	0	0	19	205
2025	10	12	SM	CY	0	4	WQ		-8	833	1325	−2	+3	207	130
2025	11	13	CZ	SM	1	0	F		0	1730	833	−1	0	36	207
2025	11	18	RO	SM	7	1	WQ		0	1642	833	−1	+1	55	206
2026	03	28	SM	FO	1	2	F		-1	832	1382	0	0	207	107
2026	03	31	SM	AD	0	0	F		4	836	1077	+1	+2	206	175
2026	06	05	SM	BD	1	2	F		-10	826	942	−1	+2	207	194
2026	06	09	AZ	SM	2	1	F	HU	1	1322	825	0	0	129	206
